Floor,FloorAll,Link,Area,Address,Price,PriceBySquare,City
3,3,https://www.cian.ru/rent/flat/164313829/,35,"Московская область, Люберцы городской округ, д. Мотяково, 65к11",17e3,485.7142857142857,д. Мотяково
3,5,https://korolev.cian.ru/rent/flat/163693671/,35,"Московская область, Королев городской округ, Королев, м. ВДНХ, Юбилейный мкр, улица Героев Курсантов, 14",17e3,485.7142857142857,Королев
12,17,https://balashikha.cian.ru/rent/flat/163855089/,38,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Щелковская, Авиаторов мкр, район Авиаторов, улица Летная, 12",17e3,447.36842105263156,Балашиха городской округ
2,9,https://korolev.cian.ru/rent/flat/164249524/,38,"Московская область, Королев городской округ, Королев, Юбилейный мкр, район Юбилейный, улица Лесная, 21",17e3,447.36842105263156,Королев
3,5,https://korolev.cian.ru/rent/flat/164061934/,29,"Московская область, Королев городской округ, Королев, м. Комсомольская, район Костино, Кооперативная улица, 3",17e3,586.2068965517242,Королев
8,9,https://zhukovsky.cian.ru/rent/flat/164019755/,33,"Московская область, Жуковский городской округ, Жуковский, набережная Циолковского, 18",16950,513.6363636363636,Жуковский
1,2,https://ramenskoye.cian.ru/rent/flat/160085293/,31,"Московская область, Раменский район, пос. Удельная, Октябрьская улица, 51",17e3,548.3870967741935,пос. Удельная
5,17,https://balashikha.cian.ru/rent/flat/164157763/,36,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, район микрорайон 22, улица Майкла Лунна, 4",17e3,472.22222222222223,Балашиха городской округ
5,9,https://balashikha.cian.ru/rent/flat/164546013/,35,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, район Южный, улица Некрасова, 7",17e3,485.7142857142857,Балашиха городской округ
1,5,https://khimki.cian.ru/rent/flat/164543714/,17,"Московская область, Химки городской округ, Химки, район Старые Химки, улица Победы, 9",17e3,1e3,Химки
13,13,https://www.cian.ru/rent/flat/163886163/,34,"Московская область, Истра городской округ, с. Рождествено, Новоснегиревский ЖК, бульвар Сиреневый, 9",17e3,500,с. Рождествено
1,4,https://balashikha.cian.ru/rent/flat/164511148/,36,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Партизанская, район Новский, улица Дубовая, 3",17e3,472.22222222222223,Балашиха городской округ
12,17,https://balashikha.cian.ru/rent/flat/164327980/,43,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Ольгино мкр, район Железнодорожный (Ольгино), улица Граничная, 32",23e3,534.8837209302326,Балашиха городской округ
4,9,https://reutov.cian.ru/rent/flat/164590297/,35,"Московская область, Реутов, улица Победы, 30",2e4,571.4285714285714,улица Победы
3,17,https://dmitrov.cian.ru/rent/flat/161928362/,45,"Московская область, Дмитровский район, Дмитров, м. Савеловская, Школьная улица",22e3,488.8888888888889,Дмитров
2,3,https://podolsk.cian.ru/rent/flat/161571133/,33,"Московская область, Подольск городской округ, Подольск, м. Бульвар Дмитрия Донского, Климовск мкр, район Климовск, улица Ленина, 14А",17e3,515.1515151515151,Подольск
2,4,https://ramenskoye.cian.ru/rent/flat/164487924/,31,"Московская область, Раменский район, Раменское, улица Чугунова, 18/2",17e3,548.3870967741935,Раменское
6,17,https://noginsk.cian.ru/rent/flat/162971537/,34,"Московская область, м. Новогиреево, Ногинский район, д. Щемилово, улица Орлова, 4",17e3,500,Ногинский район
7,9,https://podolsk.cian.ru/rent/flat/163599982/,33,"Московская область, Подольск городской округ, Подольск, Юбилейный мкр, 4-й мкр, район Юго-Западный, проезд Пахринский, 8",17e3,515.1515151515151,Подольск
14,17,https://domodedovo.cian.ru/rent/flat/164093845/,40,"Московская область, Домодедовский район, Домодедово городской округ, Домодедово, м. Домодедовская, район Новое Домодедово, улица Курыжова, 9",17e3,425,Домодедово городской округ
1,5,https://korolev.cian.ru/rent/flat/164064121/,32,"Московская область, Королев городской округ, Королев, м. ВДНХ, Юбилейный мкр, район Юбилейный, улица Большая Комитетская, 27",17e3,531.25,Королев
3,5,https://dmitrov.cian.ru/rent/flat/157999695/,38,"Московская область, м. Тимирязевская, Дмитровский район, Некрасовский городское поселение, Некрасовский пгт, Трудовая мкр, 26",17e3,447.36842105263156,Дмитровский район
3,5,https://golitsyno.cian.ru/rent/flat/164339582/,43,"Московская область, Одинцовский район, Голицыно, Советская улица, 50",17e3,395.3488372093023,Голицыно
3,5,https://podolsk.cian.ru/rent/flat/164221337/,32,"Московская область, Подольск городской округ, Подольск, Климовск мкр, район Климовск, проспект 50 лет Октября, 16А",17e3,531.25,Подольск
1,9,https://pushkino.cian.ru/rent/flat/163906156/,38,"Московская область, Пушкинский район, Пушкино, улица Крылова, 1",17e3,447.36842105263156,Пушкино
2,5,https://balashikha.cian.ru/rent/flat/163911231/,30,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, район Южный, улица Юлиуса Фучика, 4к3",17e3,566.6666666666666,Балашиха городской округ
4,5,https://zhukovsky.cian.ru/rent/flat/163571496/,30,"Московская область, Жуковский городской округ, Жуковский, м. Котельники, улица Гагарина, 25",17e3,566.6666666666666,Жуковский
11,17,https://sergiyev-posad.cian.ru/rent/flat/157882476/,43,"Московская область, Сергиево-Посадский район, Сергиев Посад, м. ВДНХ, проспект Красной Армии, 247",17e3,395.3488372093023,Сергиев Посад
2,4,https://lobnya.cian.ru/rent/flat/157049693/,33,"Московская область, Лобня городской округ, Лобня, Научный городок, 5",17e3,515.1515151515151,Лобня
7,14,https://ramenskoye.cian.ru/rent/flat/162800340/,36,"Московская область, Раменский район, Раменское, улица Михалевича, 27",17e3,472.22222222222223,Раменское
9,9,https://ivanteyevka.cian.ru/rent/flat/159066123/,30,"Московская область, Ивантеевка городской округ, Ивантеевка, улица Победы, 4",17e3,566.6666666666666,Ивантеевка
2,9,https://zhukovsky.cian.ru/rent/flat/158483854/,34,"Московская область, Жуковский городской округ, Жуковский, улица Королева, 8",17e3,500,Жуковский
4,9,https://korolev.cian.ru/rent/flat/164143432/,33,"Московская область, Королев городской округ, Королев, район Костино, улица Горького, 6Б",18e3,545.4545454545455,Королев
4,5,https://shchyolkovo.cian.ru/rent/flat/163449942/,37,"Московская область, м. Щелковская, Щелковский район, пос. Новый Городок, 11",18e3,486.4864864864865,Щелковский район
4,5,https://balashikha.cian.ru/rent/flat/164191394/,33,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Новогиреево, район Балашиха-3, улица Белякова, 12",18e3,545.4545454545455,Балашиха городской округ
16,17,https://voskresensk.cian.ru/rent/flat/162990762/,42,"Московская область, Воскресенский район, Воскресенск, Центральный мкр, улица Победы, 28Б",18e3,428.57142857142856,Воскресенск
1,4,https://balashikha.cian.ru/rent/flat/163426242/,36,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Новокосино, район Балашиха-3, Комсомольская улица, 1",18e3,500,Балашиха городской округ
5,9,https://balashikha.cian.ru/rent/flat/160868891/,36,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Новогиреево, район Южный, улица Фадеева, 7",18e3,500,Балашиха городской округ
5,5,https://balashikha.cian.ru/rent/flat/164700696/,34,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Новогиреево, район Балашиха-3, шоссе Энтузиастов, 71",18e3,529.4117647058823,Балашиха городской округ
14,19,https://sergiyev-posad.cian.ru/rent/flat/163971303/,37,"Московская область, Сергиево-Посадский район, Сергиев Посад, Инженерная улица, 21",18e3,486.4864864864865,Сергиев Посад
2,25,https://krasnogorsk.cian.ru/rent/flat/164708974/,30,"Московская область, Красногорский район, Красногорск, м. Мякинино, район Павшинская пойма, улица Молодежная, 4",28e3,933.3333333333334,Красногорск
4,9,https://reutov.cian.ru/rent/flat/164590297/,35,"Московская область, Реутов, улица Победы, 30",2e4,571.4285714285714,улица Победы
6,17,https://ramenskoye.cian.ru/rent/flat/164522401/,43,"Московская область, м. Котельники, Раменский район, д. Островцы, Баулинская улица, 3",2e4,465.1162790697674,Раменский район
13,17,https://sergiyev-posad.cian.ru/rent/flat/157291651/,50,"Московская область, Сергиево-Посадский район, Сергиев Посад, проспект Красной Армии, 218с1",18e3,360,Сергиев Посад
1,5,https://www.cian.ru/rent/flat/34544264/,38,"Московская область, м. Румянцево, Наро-Фоминский городской округ, Селятино пгт, улица Клубная",18e3,473.6842105263158,Наро-Фоминский городской округ
2,5,https://klin.cian.ru/rent/flat/164396375/,30,"Московская область, Клинский район, Клин, м. Речной вокзал, улица Крюкова, 4",18e3,600,Клин
1,2,https://solnechnogorsk.cian.ru/rent/flat/164608063/,30,"Московская область, м. Речной вокзал, Солнечногорский район, Поварово пгт, Лесхоза мкр, 6",18e3,600,Солнечногорский район
8,17,https://dmitrov.cian.ru/rent/flat/164699908/,35,"Московская область, Дмитровский район, Дмитров городское поселение, д. Целеево, Пятиречье ЖК, 3",18e3,514.2857142857143,Дмитров городское поселение
6,17,https://solnechnogorsk.cian.ru/rent/flat/163132378/,49,"Московская область, м. Речной вокзал, Солнечногорский район, д. Голубое, проезд Тверецкий, 16к3",18e3,367.3469387755102,Солнечногорский район
5,21,https://balashikha.cian.ru/rent/flat/162733561/,46,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Новогиреево, район Балашиха-3, Московский проезд, 11",18e3,391.30434782608694,Балашиха городской округ
6,9,https://www.cian.ru/rent/flat/163885512/,40,"Московская область, м. Тушинская, Истра городской округ, с. Рождествено, Новоснегиревский ЖК, бульвар Сиреневый, 22",18e3,450,Истра городской округ
3,5,https://lobnya.cian.ru/rent/flat/154701749/,33,"Московская область, Лобня городской округ, Лобня, улица Ленина, 53",18e3,545.4545454545455,Лобня
2,17,https://shchyolkovo.cian.ru/rent/flat/163908062/,39,"Московская область, Щелковский район, Щелково, м. Щелковская, улица Космодемьянская, 17/4",18e3,461.53846153846155,Щелково
8,14,https://shchyolkovo.cian.ru/rent/flat/162073688/,39,"Московская область, Щелковский район, Щелково, м. Щелковская, Фряновское шоссе, 64",18e3,461.53846153846155,Щелково
9,14,https://noginsk.cian.ru/rent/flat/163880107/,42,"Московская область, Ногинский район, Ногинск городское поселение, Ногинск, улица Декабристов, 92",18e3,428.57142857142856,Ногинск городское поселение
3,12,https://www.cian.ru/rent/flat/164048972/,40,"Московская область, м. Выхино, Люберцы городской округ, Томилино пгт, улица Гоголя, 44",18e3,450,Люберцы городской округ
1,9,https://shchyolkovo.cian.ru/rent/flat/164224419/,37,"Московская область, Щелковский район, Щелково, м. Щелковская, Пролетарский проспект",18e3,486.4864864864865,Щелково
14,14,https://dmitrov.cian.ru/rent/flat/164697234/,36,"Московская область, Дмитровский район, Дмитров, Аверьянова мкр, 6",18e3,500,Дмитров
6,9,https://korolev.cian.ru/rent/flat/163699587/,32,"Московская область, Королев городской округ, Королев, район Новые Подлипки, улица 50-летия ВЛКСМ, 9",18e3,562.5,Королев
1,4,https://istra.cian.ru/rent/flat/157266705/,44,"Московская область, Истринский район, Истра, м. Тушинская, Восточный мкр, проспект Генерала Белобородова, 4",18e3,409.09090909090907,Истра
10,10,https://balashikha.cian.ru/rent/flat/162856207/,40,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Щелковская, район Поле чудес, Заречная улица, 23",18e3,450,Балашиха городской округ
1,5,https://balashikha.cian.ru/rent/flat/162632052/,35,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Новокосино, Дзержинского мкр, 21",18e3,514.2857142857143,Балашиха городской округ
4,5,https://balashikha.cian.ru/rent/flat/164695945/,35,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Щелковская, Гагарина мкр, 2",18e3,514.2857142857143,Балашиха городской округ
11,12,https://elektrostal.cian.ru/rent/flat/164599972/,31,"Московская область, Электросталь городской округ, Электросталь, улица Карла Маркса, 43/1",18e3,580.6451612903226,Электросталь
3,5,https://ramenskoye.cian.ru/rent/flat/163639095/,35,"Московская область, м. Котельники, Раменский район, д. Островцы, Подмосковная улица, 12",18e3,514.2857142857143,Раменский район
1,5,https://kubinka.cian.ru/rent/flat/164353418/,28,"Московская область, Одинцовский район, Кубинка, м. Кунцевская, улица Генерала Вотинцева",18e3,642.8571428571429,Кубинка
2,2,https://domodedovo.cian.ru/rent/flat/155144511/,32,"Московская область, Домодедовский район, Домодедово городской округ, д. Павловское",18e3,562.5,Домодедово городской округ
1,3,https://www.cian.ru/rent/flat/163967187/,39,"Московская область, м. Новокосино, Люберцы городской округ, д. Марусино, 77к10",18e3,461.53846153846155,Люберцы городской округ
5,9,https://balashikha.cian.ru/rent/flat/164693499/,35,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Щелковская, район Новый свет, Звездная улица, 8",2e4,571.4285714285714,Балашиха городской округ
6,17,https://ramenskoye.cian.ru/rent/flat/164522401/,43,"Московская область, м. Котельники, Раменский район, д. Островцы, Баулинская улица, 3",2e4,465.1162790697674,Раменский район
4,9,https://reutov.cian.ru/rent/flat/164590297/,35,"Московская область, Реутов, улица Победы, 30",2e4,571.4285714285714,улица Победы
2,12,https://kolomna.cian.ru/rent/flat/164477702/,46,"Московская область, Коломна, улица Макеева, 3/1",18e3,391.30434782608694,улица Макеева
2,5,https://podolsk.cian.ru/rent/flat/164473822/,30,"Московская область, Подольск городской округ, Подольск, м. Аннино, район Кутузово, Бородинская улица, 19",18e3,600,Подольск
5,9,https://balashikha.cian.ru/rent/flat/157400537/,40,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Новогиреево, район микрорайон 28, Пролетарская улица, 4",18e3,450,Балашиха городской округ
6,17,https://podolsk.cian.ru/rent/flat/164551569/,40,"Московская область, Подольск городской округ, Подольск, м. Бульвар Дмитрия Донского, район Юго-Западный, Юбилейная улица, 11а",18e3,450,Подольск
9,9,https://korolev.cian.ru/rent/flat/164472027/,35,"Московская область, Королев городской округ, Королев, район Новые Подлипки, проспект Королева, 2б",18e3,514.2857142857143,Королев
3,5,https://lobnya.cian.ru/rent/flat/164534001/,30,"Московская область, Лобня городской округ, Лобня, Краснополянская улица, 33к1",18e3,600,Лобня
4,7,https://solnechnogorsk.cian.ru/rent/flat/164563680/,28,"Московская область, Солнечногорский район, д. Голубое, проезд Тверецкий, 17",18e3,642.8571428571429,д. Голубое
12,12,https://golitsyno.cian.ru/rent/flat/162592485/,36,"Московская область, Одинцовский район, Голицыно, Виндавский проспект, 39",18e3,500,Голицыно
5,5,https://www.cian.ru/rent/flat/157458198/,38,"Московская область, Рузский городской округ, Тучково рп, улица Лебеденко, 19",18e3,473.6842105263158,Тучково рп
7,20,https://lobnya.cian.ru/rent/flat/164542192/,45,"Московская область, Лобня городской округ, Лобня, Текстильная улица, 18",18e3,400,Лобня
5,5,https://balashikha.cian.ru/rent/flat/163331935/,30,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Новогиреево, район Южный, улица Карбышева, 23",18e3,600,Балашиха городской округ
2,5,https://domodedovo.cian.ru/rent/flat/164200443/,32,"Московская область, Домодедовский район, Домодедово городской округ, Домодедово, м. Домодедовская, Барыбино мкр, район Барыбино, улица Агрохимиков, 2",18e3,562.5,Домодедово городской округ
8,22,https://ivanteyevka.cian.ru/rent/flat/164165442/,42,"Московская область, Ивантеевка городской округ, Ивантеевка, м. ВДНХ, улица Бережок, 14",18e3,428.57142857142856,Ивантеевка
11,17,https://balashikha.cian.ru/rent/flat/155065565/,37,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Железнодорожный мкр, улица Пионерская, 33",18e3,486.4864864864865,Балашиха городской округ
4,5,https://shchyolkovo.cian.ru/rent/flat/163239459/,32,"Московская область, Щелковский район, Щелково, улица Беляева, 37",18e3,562.5,Щелково
6,10,https://elektrostal.cian.ru/rent/flat/163419912/,45,"Московская область, Электросталь городской округ, Электросталь, бульвар 60-летия Победы, 4",18e3,400,Электросталь
7,17,https://noginsk.cian.ru/rent/flat/162919916/,35,"Московская область, Ногинский район, д. Щемилово, улица Орлова, 8",18e3,514.2857142857143,д. Щемилово
9,9,https://korolev.cian.ru/rent/flat/164675912/,34,"Московская область, Королев городской округ, Королев, Юбилейный мкр, район Юбилейный, улица Пушкинская, 21",18e3,529.4117647058823,Королев
3,12,https://fryazino.cian.ru/rent/flat/162261853/,35,"Московская область, Фрязино городской округ, Фрязино, м. Щелковская, проезд Павла Блинова, 6",18e3,514.2857142857143,Фрязино
2,5,https://www.cian.ru/rent/flat/163473004/,31,"Московская область, Люберцы городской округ, Малаховка пгт, Малаховского Экспериментального Завода мкр, шоссе Быковское, 56",18e3,580.6451612903226,Малаховка пгт
13,16,https://podolsk.cian.ru/rent/flat/163876435/,46,"Московская область, Подольск городской округ, Подольск, м. Бульвар Дмитрия Донского, район Красная горка, Колхозная улица, 1/6",18e3,391.30434782608694,Подольск
3,12,https://www.cian.ru/rent/flat/164351059/,40,"Московская область, м. Котельники, Люберцы городской округ, Томилино пгт, улица Гоголя, 44",18e3,450,Люберцы городской округ
5,14,https://podolsk.cian.ru/rent/flat/162257901/,45,"Московская область, Подольск городской округ, Подольск, м. Битцевский парк, Климовск мкр, район Климовск, улица Заводская, 24к2",18e3,400,Подольск
3,12,https://shchyolkovo.cian.ru/rent/flat/164156491/,39,"Московская область, Щелковский район, Щелково, м. Щелковская, улица Космодемьянская",18e3,461.53846153846155,Щелково
3,5,https://shchyolkovo.cian.ru/rent/flat/163808438/,36,"Московская область, Щелковский район, пос. Новый Городок, 11",18e3,500,пос. Новый Городок
6,9,https://reutov.cian.ru/rent/flat/164691993/,33,"Московская область, Реутов, м. Новокосино, Комсомольская улица, 32",28e3,848.4848484848485,м. Новокосино
3,3,https://vidnoye.cian.ru/rent/flat/164398633/,30,"Московская область, м. Домодедовская, Ленинский район, д. Дроздово, 35Б",32900,1096.6666666666667,Ленинский район
15,44,https://krasnogorsk.cian.ru/rent/flat/164697834/,35,"Московская область, Красногорский район, Красногорск, м. Мякинино, район Павшинская пойма, улица Авангардная, 2",35e3,1e3,Красногорск
2,5,https://ivanteyevka.cian.ru/rent/flat/161457869/,32,"Московская область, Ивантеевка городской округ, Ивантеевка, м. ВДНХ, Центральный проезд, 4",18e3,562.5,Ивантеевка
5,23,https://balashikha.cian.ru/rent/flat/164217809/,48,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Щелковская, район Лукино, улица Лукино, 57а",18e3,375,Балашиха городской округ
3,16,https://korolev.cian.ru/rent/flat/163922039/,38,"Московская область, Королев городской округ, Королев, район Костино, проспект Космонавтов, 45",18e3,473.6842105263158,Королев
6,9,https://shchyolkovo.cian.ru/rent/flat/164547500/,38,"Московская область, Щелковский район, Щелково, Пролетарский проспект, 12",18e3,473.6842105263158,Щелково
2,5,https://aprelevka.cian.ru/rent/flat/161688264/,30,"Московская область, Наро-Фоминский городской округ, Апрелевка, м. Киевская, улица Парковая, 6/1",18e3,600,Апрелевка
12,17,https://zvenigorod.cian.ru/rent/flat/164648910/,36,"Московская область, Звенигород городской округ, Звенигород, Супонево мкр, 10",18e3,500,Звенигород
3,5,https://korolev.cian.ru/rent/flat/163743801/,32,"Московская область, Королев городской округ, Королев, район Подлипки, улица Карла Маркса, 10",18e3,562.5,Королев
5,5,https://golitsyno.cian.ru/rent/flat/164646523/,36,"Московская область, Одинцовский район, Голицыно, проспект Керамиков, 102",18e3,500,Голицыно
4,5,https://korolev.cian.ru/rent/flat/162805972/,32,"Московская область, Королев городской округ, Королев, м. ВДНХ, Юбилейный мкр, район Юбилейный, улица Папанина, 2",18e3,562.5,Королев
2,5,https://www.cian.ru/rent/flat/159910340/,35,"Московская область, Наро-Фоминский городской округ, Селятино пгт, улица Теннисная",18e3,514.2857142857143,Селятино пгт
5,17,https://balashikha.cian.ru/rent/flat/162548802/,35,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Щелковская, район микрорайон 22, улица Свердлова, 46",18e3,514.2857142857143,Балашиха городской округ
5,5,https://www.cian.ru/rent/flat/163880730/,32,"Московская область, м. Выхино, Люберцы городской округ, Октябрьский пгт, улица Текстильщиков, 1",18e3,562.5,Люберцы городской округ
6,9,https://dmitrov.cian.ru/rent/flat/164222178/,37,"Московская область, Дмитровский район, Дмитров, Имени В.Н. Махалина мкр, 16",18e3,486.4864864864865,Дмитров
12,16,https://balashikha.cian.ru/rent/flat/155550638/,39,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Железнодорожный мкр, улица Юбилейная, 32",18e3,461.53846153846155,Балашиха городской округ
4,5,https://www.cian.ru/rent/flat/164200704/,37,"Московская область, м. Новокосино, Люберцы городской округ, д. Марусино, улица Заречная, 33к8",18e3,486.4864864864865,Люберцы городской округ
4,5,https://lobnya.cian.ru/rent/flat/164330191/,30,"Московская область, Лобня городской округ, Лобня, м. Алтуфьево, Краснополянская улица, 33к2",18e3,600,Лобня
10,12,https://podolsk.cian.ru/rent/flat/164488389/,35,"Московская область, Подольск городской округ, Подольск, Климовск мкр, район Климовск, улица Молодежная, 2к2",18e3,514.2857142857143,Подольск
3,5,https://podolsk.cian.ru/rent/flat/164629730/,32,"Московская область, Подольск городской округ, Подольск, Климовск мкр, район Климовск, улица Советская, 7",18e3,562.5,Подольск
7,11,https://elektrostal.cian.ru/rent/flat/153818594/,30,"Московская область, Электросталь городской округ, Электросталь, м. Авиамоторная, улица Ялагина, 13б",18e3,600,Электросталь
3,5,https://podolsk.cian.ru/rent/flat/164618464/,35,"Московская область, Подольск городской округ, Подольск, район Шепчинки, Пионерская улица, 4",18e3,514.2857142857143,Подольск
1,18,https://mytishchi.cian.ru/rent/flat/164610425/,38,"Московская область, Мытищинский район, Мытищи городской округ, Мытищи, район микрорайон 17, улица Колпакова, 41",18e3,473.6842105263158,Мытищи городской округ
8,17,https://ramenskoye.cian.ru/rent/flat/163846821/,39,"Московская область, Раменский район, Раменское, улица Чугунова, 15/3",18e3,461.53846153846155,Раменское
8,14,https://ramenskoye.cian.ru/rent/flat/164221102/,43,"Московская область, Раменский район, Раменское, улица Молодежная, 29",18e3,418.6046511627907,Раменское
4,5,https://krasnogorsk.cian.ru/rent/flat/164602930/,35,"Московская область, Красногорский район, Красногорск, район Опалиха, улица Ткацкой фабрики",18e3,514.2857142857143,Красногорск
4,17,https://balashikha.cian.ru/rent/flat/164432184/,40,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, район микрорайон 15, Советская улица, 56",18e3,450,Балашиха городской округ
5,9,https://balashikha.cian.ru/rent/flat/164693499/,35,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Щелковская, район Новый свет, Звездная улица, 8",2e4,571.4285714285714,Балашиха городской округ
8,12,https://noginsk.cian.ru/rent/flat/160785990/,44,"Московская область, м. Новогиреево, Ногинский район, пос. Зеленый, улица Школьная, 15",18e3,409.09090909090907,Ногинский район
11,19,https://krasnogorsk.cian.ru/rent/flat/163450490/,47,"Московская область, Красногорский район, Красногорск, м. Митино, район Теплый бетон, Речная улица, 20к4",35e3,744.6808510638298,Красногорск
1,5,https://balashikha.cian.ru/rent/flat/163690378/,32,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Саввино мкр, район Железнодорожный (Саввино), улица Красный Текстильщик, 2",18e3,562.5,Балашиха городской округ
14,18,https://www.cian.ru/rent/flat/164597845/,39,"Московская область, Люберцы городской округ, Красково пгт, улица 2-я Заводская, 16",18e3,461.53846153846155,Красково пгт
7,12,https://korolev.cian.ru/rent/flat/164356108/,41,"Московская область, Королев городской округ, Королев, район Костино, проспект Космонавтов, 8Б",18e3,439.0243902439024,Королев
2,3,https://vidnoye.cian.ru/rent/flat/149906306/,45,"Московская область, м. Марьино, Ленинский район, Дроздово-2 ТЛПХ, улица Овражная",18e3,400,Ленинский район
2,3,https://vidnoye.cian.ru/rent/flat/24494028/,44,"Московская область, м. Марьино, Ленинский район, д. Дроздово",18e3,409.09090909090907,Ленинский район
2,3,https://vidnoye.cian.ru/rent/flat/34480552/,44,"Московская область, м. Домодедовская, Ленинский район, Дроздово-2 ТЛПХ, улица Овражная",18e3,409.09090909090907,Ленинский район
3,5,https://ramenskoye.cian.ru/rent/flat/164595920/,34,"Московская область, Раменский район, Раменское, Красноармейская улица, 27к1",18e3,529.4117647058823,Раменское
1,9,https://zhukovsky.cian.ru/rent/flat/162554831/,32,"Московская область, Жуковский городской округ, Жуковский, улица Федотова, 15",18e3,562.5,Жуковский
4,5,https://podolsk.cian.ru/rent/flat/164593545/,30,"Московская область, Подольск городской округ, Подольск, район Межшоссейный, улица Свердлова, 21",18e3,600,Подольск
3,4,https://krasnogorsk.cian.ru/rent/flat/164592937/,24,"Московская область, Красногорский район, Красногорск, район Брусчатый, улица Кирова, 5",18e3,750,Красногорск
10,16,https://serpukhov.cian.ru/rent/flat/164592743/,38,"Московская область, Серпуховский район, Серпухов, Московское шоссе, 49",18e3,473.6842105263158,Серпухов
5,9,https://korolev.cian.ru/rent/flat/164171112/,32,"Московская область, Королев городской округ, Королев, Юбилейный мкр, район Юбилейный, улица Соколова",18e3,562.5,Королев
5,9,https://mytishchi.cian.ru/rent/flat/154229919/,34,"Московская область, Мытищинский район, Мытищи городской округ, Мытищи, район Леонидовка, улица Академика Каргина, 38к3",18e3,529.4117647058823,Мытищи городской округ
11,17,https://ramenskoye.cian.ru/rent/flat/164573888/,43,"Московская область, м. Котельники, Раменский район, д. Островцы, Баулинская улица, 9",18e3,418.6046511627907,Раменский район
4,5,https://ramenskoye.cian.ru/rent/flat/163071615/,32,"Московская область, Раменский район, Раменское, м. Выхино, пос. Красный Октябрь, 52",18e3,562.5,Раменское
2,4,https://dmitrov.cian.ru/rent/flat/158242026/,35,"Московская область, м. Тимирязевская, Дмитровский район, д. Капорки",18e3,514.2857142857143,Дмитровский район
3,9,https://korolev.cian.ru/rent/flat/164536396/,34,"Московская область, Королев городской округ, Королев, район Новые Подлипки, улица 50-летия ВЛКСМ, 11",18e3,529.4117647058823,Королев
1,5,https://krasnogorsk.cian.ru/rent/flat/163733997/,26,"Московская область, Красногорский район, Красногорск, район Брусчатый, улица Кирова, 5а",18e3,692.3076923076923,Красногорск
5,6,https://sergiyev-posad.cian.ru/rent/flat/163814860/,50,"Московская область, Сергиево-Посадский район, Сергиев Посад, м. Комсомольская, Фестивальная улица, 23",18e3,360,Сергиев Посад
2,17,https://shchyolkovo.cian.ru/rent/flat/164504131/,34,"Московская область, Щелковский район, Щелково, улица Космодемьянская, 17/4",18e3,529.4117647058823,Щелково
1,4,https://pushkino.cian.ru/rent/flat/164486939/,38,"Московская область, м. Медведково, Пушкинский район, Лесной пгт, улица Советская, 12",18e3,473.6842105263158,Пушкинский район
3,5,https://mytishchi.cian.ru/rent/flat/164485656/,32,"Московская область, Мытищинский район, Мытищи городской округ, Мытищи, район Леонидовка, улица Попова, 18",18e3,562.5,Мытищи городской округ
8,17,https://solnechnogorsk.cian.ru/rent/flat/155919709/,33,"Московская область, м. Речной вокзал, Солнечногорский район, д. Подолино, улица Дачная, 9",18e3,545.4545454545455,Солнечногорский район
8,17,https://balashikha.cian.ru/rent/flat/164483106/,37,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Щелковская, Авиаторов мкр, район Авиаторов, улица Летная, 12",18e3,486.4864864864865,Балашиха городской округ
2,16,https://balashikha.cian.ru/rent/flat/164463810/,45,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, район Поле чудес, Заречная улица, 20",18e3,400,Балашиха городской округ
6,17,https://ramenskoye.cian.ru/rent/flat/164522401/,43,"Московская область, м. Котельники, Раменский район, д. Островцы, Баулинская улица, 3",2e4,465.1162790697674,Раменский район
2,25,https://krasnogorsk.cian.ru/rent/flat/164708974/,30,"Московская область, Красногорский район, Красногорск, м. Мякинино, район Павшинская пойма, улица Молодежная, 4",28e3,933.3333333333334,Красногорск
