Floor,FloorAll,Area,City,Price,Link,PriceBySquare
5,17,45,Домодедово,17e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_45_m_517_et._1140575384,377.77777777777777
9,9,40.8,Ивантеевка,16e3,https://www.avito.ru/moskovskaya_oblast_ivanteevka/kvartiry/1-k_kvartira_40.8_m_99_et._1026334565,392.15686274509807
1,2,24,Нахабино,22e3,https://www.avito.ru/nahabino/kvartiry/1-k_kvartira_24_m_12_et._1102257397,916.6666666666666
3,5,30,Клин,14e3,https://www.avito.ru/klin/kvartiry/1-k_kvartira_30_m_35_et._865117263,466.6666666666667
3,5,38,Ступино,16e3,https://www.avito.ru/stupino/kvartiry/1-k_kvartira_38_m_35_et._1040519834,421.05263157894734
5,5,34,Электроугли,15e3,https://www.avito.ru/elektrougli/kvartiry/1-k_kvartira_34_m_55_et._1015806839,441.1764705882353
1,5,39,Павловский Посад,14e3,https://www.avito.ru/pavlovskiy_posad/kvartiry/1-k_kvartira_39_m_15_et._1143401345,358.97435897435895
2,5,30,Нахабино,17e3,https://www.avito.ru/nahabino/kvartiry/1-k_kvartira_30_m_25_et._956946090,566.6666666666666
3,14,37,Селятино,15e3,https://www.avito.ru/selyatino/kvartiry/1-k_kvartira_37_m_314_et._1106427369,405.4054054054054
3,4,30,Калининец,2e4,https://www.avito.ru/kalininets/kvartiry/1-k_kvartira_30_m_34_et._1020941545,666.6666666666666
5,17,49,Андреевка,1e4,https://www.avito.ru/andreevka/kvartiry/1-k_kvartira_49_m_517_et._1007757691,204.08163265306123
1,4,34,Мытищи,2e4,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_34_m_14_et._1086985764,588.2352941176471
9,10,34,Домодедово,18e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_34_m_910_et._936198490,529.4117647058823
5,5,35,Подольск,18e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_35_m_55_et._1125936252,514.2857142857143
2,5,37,Электросталь,13e3,https://www.avito.ru/elektrostal/kvartiry/1-k_kvartira_37_m_25_et._988673038,351.35135135135135
2,5,32,Электросталь,13e3,https://www.avito.ru/elektrostal/kvartiry/1-k_kvartira_32_m_25_et._1046210372,406.25
2,3,38,Фрязино,15e3,https://www.avito.ru/fryazino/kvartiry/1-k_kvartira_38_m_23_et._1102937370,394.7368421052632
2,14,40,Королев,2e4,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_40_m_214_et._1203863863,500
9,18,42,Мытищи,27e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_42_m_918_et._1029928131,642.8571428571429
8,14,39,Щёлково,18e3,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_39_m_814_et._1097452677,461.53846153846155
6,13,42,Электросталь,2e4,https://www.avito.ru/elektrostal/kvartiry/1-k_kvartira_42_m_613_et._1021817550,476.1904761904762
22,23,48,Балашиха,21e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_48_m_2223_et._920655450,437.5
18,25,46,Балашиха,19e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_46_m_1825_et._1204172165,413.04347826086956
13,17,38,Железнодорожный,19e3,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_38_m_1317_et._926330016,500
1,12,52,Домодедово,2e4,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_52_m_112_et._993404710,384.61538461538464
1,5,30,Раменское,15e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_30_m_15_et._1183382353,500
6,14,46,Балашиха,2e4,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_46_m_614_et._1093247734,434.7826086956522
3,9,36,Подольск,19e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_36_m_39_et._1061460774,527.7777777777778
2,5,38,Люберцы,2e4,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_38_m_25_et._1023274901,526.3157894736842
9,17,34,Долгопрудный,22e3,https://www.avito.ru/dolgoprudnyy/kvartiry/1-k_kvartira_34_m_917_et._869931355,647.0588235294117
4,17,38,Лобня,25e3,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_38_m_417_et._1057524452,657.8947368421053
3,5,35,Климовск,18e3,https://www.avito.ru/klimovsk/kvartiry/1-k_kvartira_35_m_35_et._962953326,514.2857142857143
7,9,33,Пущино,15e3,https://www.avito.ru/puschino/kvartiry/1-k_kvartira_33_m_79_et._822121509,454.54545454545456
5,5,48,Электросталь,18e3,https://www.avito.ru/elektrostal/kvartiry/1-k_kvartira_48_m_55_et._927893649,375
3,5,24,Лыткарино,16e3,https://www.avito.ru/lytkarino/kvartiry/1-k_kvartira_24_m_35_et._1171146145,666.6666666666666
1,14,40,Лобня,2e4,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_40_m_114_et._1102590951,500
5,5,48,Зарайск,8e3,https://www.avito.ru/zaraysk/kvartiry/1-k_kvartira_48_m_55_et._1066337112,166.66666666666666
1,5,32,Электросталь,1e4,https://www.avito.ru/elektrostal/kvartiry/1-k_kvartira_32_m_15_et._990178110,312.5
6,16,44,Королев,25e3,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_44_m_616_et._1093343462,568.1818181818181
1,5,32,Можайск,16e3,https://www.avito.ru/mozhaysk/kvartiry/1-k_kvartira_32_m_15_et._829274976,500
14,16,44,Щёлково,24e3,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_44_m_1416_et._1171956694,545.4545454545455
2,4,35,Лыткарино,2e4,https://www.avito.ru/lytkarino/kvartiry/1-k_kvartira_35_m_24_et._1154451891,571.4285714285714
2,5,33,Ступино,15e3,https://www.avito.ru/stupino/kvartiry/1-k_kvartira_33_m_25_et._1077382414,454.54545454545456
15,17,40,Домодедово,2e4,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_40_m_1517_et._1128742164,500
3,11,39,Коммунарка,28e3,https://www.avito.ru/kommunarka/kvartiry/1-k_kvartira_39_m_311_et._999406178,717.9487179487179
4,5,33,Щёлково,1e4,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_33_m_45_et._1160321024,303.030303030303
5,10,38,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_38_m_510_et._959173093,526.3157894736842
2,5,28,Жуковский,18e3,https://www.avito.ru/zhukovskiy/kvartiry/1-k_kvartira_28_m_25_et._1116710719,642.8571428571429
5,17,38,Домодедово,23e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_38_m_517_et._1072834453,605.2631578947369
17,17,47,Домодедово,27e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_47_m_1717_et._1176204089,574.468085106383
9,10,37,Домодедово,18e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_37_m_910_et._1069656203,486.4864864864865
2,5,34,Воскресенск,1e4,https://www.avito.ru/voskresensk/kvartiry/1-k_kvartira_34_m_25_et._824379763,294.11764705882354
5,5,44,Электросталь,19e3,https://www.avito.ru/elektrostal/kvartiry/1-k_kvartira_44_m_55_et._1201317355,431.8181818181818
2,8,39,Домодедово,25e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_39_m_28_et._1149021449,641.025641025641
7,17,37,Мытищи,28e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_37_m_717_et._915119762,756.7567567567568
9,17,36,Домодедово,17e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_36_m_917_et._1178864253,472.22222222222223
1,3,33,Красково,16e3,https://www.avito.ru/kraskovo/kvartiry/1-k_kvartira_33_m_13_et._1190161987,484.8484848484849
2,3,33,Мытищи,22e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_33_m_23_et._767997603,666.6666666666666
3,5,33,Ногинск,13e3,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_33_m_35_et._1063816715,393.93939393939394
10,18,42,Мытищи,27e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_42_m_1018_et._895264732,642.8571428571429
24,25,47,Химки,33e3,https://www.avito.ru/himki/kvartiry/1-k_kvartira_47_m_2425_et._1222613629,702.1276595744681
6,9,44,Мытищи,25e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_44_m_69_et._593811139,568.1818181818181
3,17,44.3,Королев,23e3,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_44.3_m_317_et._788162132,519.1873589164786
6,15,39,Домодедово,19900,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_39_m_615_et._1154180827,510.2564102564103
2,10,47,Раменское,2e4,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_47_m_210_et._980910477,425.531914893617
5,17,38,Балашиха,15e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_38_m_517_et._1016555406,394.7368421052632
7,12,45,Дмитров,25e3,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_45_m_712_et._1178640721,555.5555555555555
1,5,33,Электросталь,14e3,https://www.avito.ru/elektrostal/kvartiry/1-k_kvartira_33_m_15_et._1047279208,424.24242424242425
5,5,34,Щёлково,15e3,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_34_m_55_et._818461307,441.1764705882353
10,22,42,Одинцово,3e4,https://www.avito.ru/odintsovo/kvartiry/1-k_kvartira_42_m_1022_et._1216671185,714.2857142857143
3,5,34,Пушкино,18e3,https://www.avito.ru/pushkino/kvartiry/1-k_kvartira_34_m_35_et._1051377953,529.4117647058823
10,25,44,Реутов,33e3,https://www.avito.ru/reutov/kvartiry/1-k_kvartira_44_m_1025_et._1130948952,750
4,17,45,Королев,25e3,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_45_m_417_et._633747469,555.5555555555555
2,5,38,Павловский Посад,13e3,https://www.avito.ru/pavlovskiy_posad/kvartiry/1-k_kvartira_38_m_25_et._1016514154,342.10526315789474
15,17,42,Красногорск,3e4,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k_kvartira_42_m_1517_et._940112714,714.2857142857143
1,17,37,Октябрьский,24e3,https://www.avito.ru/moskovskaya_oblast_oktyabrskiy/kvartiry/1-k_kvartira_37_m_117_et._1179512637,648.6486486486486
5,16,38,Лобня,24e3,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_38_m_516_et._1185627266,631.578947368421
2,5,20,Мытищи,1e4,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_20_m_25_et._1133293986,500
4,15,45,Домодедово,22e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_45_m_415_et._1029981256,488.8888888888889
6,10,35,Балашиха,17e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_35_m_610_et._1144547870,485.7142857142857
6,14,40,Подольск,23e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_40_m_614_et._902076091,575
5,10,42,Красноармейск,17e3,https://www.avito.ru/krasnoarmeysk/kvartiry/1-k_kvartira_42_m_510_et._869478674,404.76190476190476
1,9,21,Долгопрудный,18e3,https://www.avito.ru/dolgoprudnyy/kvartiry/1-k_kvartira_21_m_19_et._465309865,857.1428571428571
9,14,36,Дмитров,25e3,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_36_m_914_et._1160208990,694.4444444444445
1,2,33,Запрудня,11e3,https://www.avito.ru/zaprudnya/kvartiry/1-k_kvartira_33_m_12_et._572412044,333.3333333333333
3,5,27,Дмитров,14e3,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_27_m_35_et._985722633,518.5185185185185
3,14,39,Щёлково,2e4,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_39_m_314_et._486833026,512.8205128205128
7,17,38,Люберцы,21e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_38_m_717_et._1197594907,552.6315789473684
6,9,30,Люберцы,21e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_30_m_69_et._1198520104,700
7,17,45,Люберцы,3e4,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_45_m_717_et._1202328589,666.6666666666666
4,9,34,Балашиха,19e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_34_m_49_et._1112945401,558.8235294117648
1,15,41,Домодедово,2e4,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_41_m_115_et._1109203397,487.8048780487805
6,9,32.5,Богородское,11e3,https://www.avito.ru/moskovskaya_oblast_bogorodskoe/kvartiry/1-k_kvartira_32.5_m_69_et._989355137,338.46153846153845
14,17,38,Сергиев Посад,2e4,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_38_m_1417_et._1094937226,526.3157894736842
15,17,45,Сергиев Посад,19e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_45_m_1517_et._1127345242,422.22222222222223
9,12,44,Егорьевск,15e3,https://www.avito.ru/egorevsk/kvartiry/1-k_kvartira_44_m_912_et._1101836088,340.90909090909093
5,17,38,Тучково,15e3,https://www.avito.ru/tuchkovo/kvartiry/1-k_kvartira_38_m_517_et._1093133501,394.7368421052632
1,9,33,Химки,26e3,https://www.avito.ru/himki/kvartiry/1-k_kvartira_33_m_19_et._867762504,787.8787878787879
5,10,41,Подольск,25e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_41_m_510_et._981106576,609.7560975609756
1,5,35,Ногинск,14990,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_35_m_15_et._822901432,428.2857142857143
7,17,43,Подольск,25e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_43_m_717_et._956214753,581.3953488372093
12,12,36,Балашиха,22e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_36_m_1212_et._1037240802,611.1111111111111
4,5,36,Пушкино,18e3,https://www.avito.ru/pushkino/kvartiry/1-k_kvartira_36_m_45_et._873997142,500
4,5,35,Снегири,17e3,https://www.avito.ru/snegiri/kvartiry/1-k_kvartira_35_m_45_et._1080225755,485.7142857142857
11,17,32,Люберцы,2e4,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_32_m_1117_et._1182545151,625
3,17,50,Пушкино,22e3,https://www.avito.ru/pushkino/kvartiry/1-k_kvartira_50_m_317_et._1068853512,440
5,12,38,Звенигород,18e3,https://www.avito.ru/zvenigorod/kvartiry/1-k_kvartira_38_m_512_et._941149564,473.6842105263158
1,5,32,Истра,2e4,https://www.avito.ru/istra/kvartiry/1-k_kvartira_32_m_15_et._1206172709,625
4,15,45,Дмитров,18e3,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_45_m_415_et._970033464,400
8,22,48,Балашиха,23e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_48_m_822_et._970171356,479.1666666666667
1,5,35,Ивантеевка,14e3,https://www.avito.ru/moskovskaya_oblast_ivanteevka/kvartiry/1-k_kvartira_35_m_15_et._1027182837,400
3,5,32,Сергиев Посад,13e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_32_m_35_et._790680338,406.25
6,9,32,Щёлково,11e3,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_32_m_69_et._1162508888,343.75
2,2,27.7,Ивантеевка,15e3,https://www.avito.ru/moskovskaya_oblast_ivanteevka/kvartiry/1-k_kvartira_27.7_m_22_et._994227013,541.5162454873646
3,5,40,Томилино,21e3,https://www.avito.ru/tomilino/kvartiry/1-k_kvartira_40_m_35_et._1214758602,525
4,9,45,Чехов,17e3,https://www.avito.ru/moskovskaya_oblast_chehov/kvartiry/1-k_kvartira_45_m_49_et._732226091,377.77777777777777
7,14,43,Люберцы,2e4,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_43_m_714_et._1073238384,465.1162790697674
2,5,32,Климовск,17e3,https://www.avito.ru/klimovsk/kvartiry/1-k_kvartira_32_m_25_et._1121582814,531.25
5,5,32,Клин,15e3,https://www.avito.ru/klin/kvartiry/1-k_kvartira_32_m_55_et._1119646192,468.75
2,5,43,Жуковский,2e4,https://www.avito.ru/zhukovskiy/kvartiry/1-k_kvartira_43_m_25_et._1087407512,465.1162790697674
1,5,32,Павловский Посад,1e4,https://www.avito.ru/pavlovskiy_posad/kvartiry/1-k_kvartira_32_m_15_et._990103233,312.5
8,9,35,Пушкино,19e3,https://www.avito.ru/pushkino/kvartiry/1-k_kvartira_35_m_89_et._942359717,542.8571428571429
10,17,43,Ивантеевка,18500,https://www.avito.ru/moskovskaya_oblast_ivanteevka/kvartiry/1-k_kvartira_43_m_1017_et._1164804639,430.2325581395349
5,5,30,Сергиев Посад,15e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_30_m_55_et._401203334,500
12,17,33,Химки,25e3,https://www.avito.ru/himki/kvartiry/1-k_kvartira_33_m_1217_et._1098259451,757.5757575757576
6,17,38,Подольск,19e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_38_m_617_et._1085137549,500
5,9,55,Железнодорожный,23e3,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_55_m_59_et._1021432943,418.1818181818182
8,9,33,Жуковский,2e4,https://www.avito.ru/zhukovskiy/kvartiry/1-k_kvartira_33_m_89_et._1026049134,606.060606060606
4,5,30,Дмитров,17e3,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_30_m_45_et._990012870,566.6666666666666
9,15,42,Раменское,18e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_42_m_915_et._1196548933,428.57142857142856
3,3,38,Томилино,22e3,https://www.avito.ru/tomilino/kvartiry/1-k_kvartira_38_m_33_et._940606652,578.9473684210526
3,17,38,Железнодорожный,2e4,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_38_m_317_et._1177345761,526.3157894736842
5,5,30,Домодедово,18e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_30_m_55_et._1100686405,600
3,17,44,Подольск,18e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_44_m_317_et._1221142998,409.09090909090907
1,9,35,Красногорск,25e3,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k_kvartira_35_m_19_et._1223900181,714.2857142857143
1,5,32,Люберцы,19e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_32_m_15_et._1045038271,593.75
13,17,42,Котельники,25e3,https://www.avito.ru/kotelniki/kvartiry/1-k_kvartira_42_m_1317_et._1032170100,595.2380952380952
1,5,33,Львовский,16e3,https://www.avito.ru/lvovskiy/kvartiry/1-k_kvartira_33_m_15_et._977093525,484.8484848484849
3,3,30,Лобня,2e4,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_30_m_33_et._712234883,666.6666666666666
3,9,21,Егорьевск,1e4,https://www.avito.ru/egorevsk/kvartiry/1-k_kvartira_21_m_39_et._871693092,476.1904761904762
1,2,30,Поварово,18e3,https://www.avito.ru/povarovo/kvartiry/1-k_kvartira_30_m_12_et._935666006,600
3,5,41,Люберцы,21e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_41_m_35_et._1138012204,512.1951219512196
10,16,40,Балашиха,23e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_40_m_1016_et._1009060635,575
1,5,50,Королев,18e3,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_50_m_15_et._1164805688,360
1,5,40,Можайск,15e3,https://www.avito.ru/mozhaysk/kvartiry/1-k_kvartira_40_m_15_et._1159520249,375
5,17,40,Котельники,3e4,https://www.avito.ru/kotelniki/kvartiry/1-k_kvartira_40_m_517_et._1020136431,750
3,9,33.1,Подольск,16e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_33.1_m_39_et._982840997,483.3836858006042
16,17,43,Железнодорожный,19e3,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_43_m_1617_et._796886397,441.86046511627904
7,7,36,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_36_m_77_et._931837282,555.5555555555555
1,4,33,Орехово-Зуево,12e3,https://www.avito.ru/orehovo-zuevo/kvartiry/1-k_kvartira_33_m_14_et._1179530270,363.6363636363636
3,4,38,Волоколамск,15e3,https://www.avito.ru/volokolamsk/kvartiry/1-k_kvartira_38_m_34_et._964950660,394.7368421052632
7,10,35,Егорьевск,12e3,https://www.avito.ru/egorevsk/kvartiry/1-k_kvartira_35_m_710_et._1028692497,342.85714285714283
5,5,33,Мытищи,25e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_33_m_55_et._990696727,757.5757575757576
16,25,39,Балашиха,2e4,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_39_m_1625_et._558291421,512.8205128205128
5,14,38,Электросталь,15e3,https://www.avito.ru/elektrostal/kvartiry/1-k_kvartira_38_m_514_et._903144452,394.7368421052632
9,12,52,Серпухов,18e3,https://www.avito.ru/serpuhov/kvartiry/1-k_kvartira_52_m_912_et._1127206018,346.15384615384613
5,14,49,Ногинск,15e3,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_49_m_514_et._1020563176,306.1224489795918
8,17,33,Раменское,19e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_33_m_817_et._758661699,575.7575757575758
7,9,38,Королев,18e3,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_38_m_79_et._542517107,473.6842105263158
3,5,54,Егорьевск,14e3,https://www.avito.ru/egorevsk/kvartiry/1-k_kvartira_54_m_35_et._1182721490,259.25925925925924
2,5,34,Ногинск,11500,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_34_m_25_et._1157242942,338.2352941176471
8,8,42,Королев,22e3,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_42_m_88_et._994903636,523.8095238095239
16,18,40,Одинцово,24e3,https://www.avito.ru/odintsovo/kvartiry/1-k_kvartira_40_m_1618_et._696829057,600
4,5,35,Подольск,17e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_35_m_45_et._1029222656,485.7142857142857
5,5,32,Реммаш,7e3,https://www.avito.ru/remmash/kvartiry/1-k_kvartira_32_m_55_et._1124997971,218.75
2,5,32,Раменское,18e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_32_m_25_et._889776131,562.5
7,12,40,Красногорск,35e3,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k_kvartira_40_m_712_et._1006160893,875
8,25,40,Люберцы,22e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_40_m_825_et._985610676,550
4,19,43,Балашиха,19e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_43_m_419_et._1095234989,441.86046511627904
6,15,40,Подольск,25e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_40_m_615_et._953869137,625
5,5,36,Лесной,15e3,https://www.avito.ru/moskovskaya_oblast_lesnoy/kvartiry/1-k_kvartira_36_m_55_et._1135677314,416.6666666666667
1,9,32.3,Клин,13500,https://www.avito.ru/klin/kvartiry/1-k_kvartira_32.3_m_19_et._796242021,417.95665634674924
4,7,42,Видное,22e3,https://www.avito.ru/vidnoe/kvartiry/1-k_kvartira_42_m_47_et._1120508754,523.8095238095239
4,10,52,Одинцово,33e3,https://www.avito.ru/odintsovo/kvartiry/1-k_kvartira_52_m_410_et._978531743,634.6153846153846
3,17,42,Химки,28e3,https://www.avito.ru/himki/kvartiry/1-k_kvartira_42_m_317_et._987943446,666.6666666666666
11,25,34,Химки,2e4,https://www.avito.ru/himki/kvartiry/1-k_kvartira_34_m_1125_et._981880612,588.2352941176471
3,17,40,Люберцы,2e4,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_40_m_317_et._995615435,500
8,14,42,Железнодорожный,23e3,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_42_m_814_et._1149691798,547.6190476190476
16,16,36,Лобня,21e3,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_36_m_1616_et._983824766,583.3333333333334
3,3,38,Люберцы,23e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_38_m_33_et._572182016,605.2631578947369
4,4,43,Звенигород,34e3,https://www.avito.ru/zvenigorod/kvartiry/1-k_kvartira_43_m_44_et._997523783,790.6976744186046
3,9,36,Реутов,28e3,https://www.avito.ru/reutov/kvartiry/1-k_kvartira_36_m_39_et._486466411,777.7777777777778
10,14,42,Лобня,23e3,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_42_m_1014_et._1111695187,547.6190476190476
12,18,42,Балашиха,2e4,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_42_m_1218_et._1031418199,476.1904761904762
2,2,30,Пушкино,2e4,https://www.avito.ru/pushkino/kvartiry/1-k_kvartira_30_m_22_et._1110673078,666.6666666666666
1,4,36,Балашиха,18e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_36_m_14_et._1058796070,500
12,14,55,Апрелевка,25e3,https://www.avito.ru/aprelevka/kvartiry/1-k_kvartira_55_m_1214_et._1196526637,454.54545454545456
12,18,45,Красногорск,45e3,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k_kvartira_45_m_1218_et._1063198531,1e3
1,17,42,Химки,28e3,https://www.avito.ru/himki/kvartiry/1-k_kvartira_42_m_117_et._1058828211,666.6666666666666
7,9,32,Люберцы,25e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_32_m_79_et._932675175,781.25
2,2,27.5,Химки,2e4,https://www.avito.ru/himki/kvartiry/1-k_kvartira_27.5_m_22_et._1055862861,727.2727272727273
6,9,41,Люберцы,2e4,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_41_m_69_et._1206930302,487.8048780487805
6,17,48,Люберцы,25e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_48_m_617_et._1006869454,520.8333333333334
9,14,43,Щёлково,19e3,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_43_m_914_et._1197167485,441.86046511627904
4,15,54,Биокомбината,18e3,https://www.avito.ru/biokombinata/kvartiry/1-k_kvartira_54_m_415_et._1200826790,333.3333333333333
2,5,30,Егорьевск,11e3,https://www.avito.ru/egorevsk/kvartiry/1-k_kvartira_30_m_25_et._1186040827,366.6666666666667
3,5,32,Железнодорожный,18e3,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_32_m_35_et._1020102198,562.5
4,9,40,Люберцы,22e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_40_m_49_et._1127093640,550
15,24,27,Солнечногорск,23e3,https://www.avito.ru/solnechnogorsk/kvartiry/1-k_kvartira_27_m_1524_et._1109224961,851.8518518518518
2,2,36,Ивантеевка,15e3,https://www.avito.ru/moskovskaya_oblast_ivanteevka/kvartiry/1-k_kvartira_36_m_22_et._1141552493,416.6666666666667
1,5,31,Наро-Фоминск,17e3,https://www.avito.ru/naro-fominsk/kvartiry/1-k_kvartira_31_m_15_et._1047750334,548.3870967741935
1,9,40,Щёлково,15e3,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_40_m_19_et._964033624,375
4,5,38,Солнечногорск,14e3,https://www.avito.ru/solnechnogorsk/kvartiry/1-k_kvartira_38_m_45_et._1080327658,368.42105263157896
2,5,30,Коломна,11500,https://www.avito.ru/kolomna/kvartiry/1-k_kvartira_30_m_25_et._1090319475,383.3333333333333
1,5,33.9,Коломна,15e3,https://www.avito.ru/kolomna/kvartiry/1-k_kvartira_33.9_m_15_et._960381812,442.4778761061947
10,10,40,Тучково,17e3,https://www.avito.ru/tuchkovo/kvartiry/1-k_kvartira_40_m_1010_et._782281312,425
